File state,Total Files,AVG Length,AVG Entropy,AVG Vowel,AVG Consonant,AVG Special,AVG VCon,AVG CVow,AVG Line
Normal,6930,6776.717027417028,4.686726019825663,1445.0873015873017,2518.330014430014,2813.299711399711,0.5754800564369384,1.7657238440957426,193.12337662337663
Obfusscated,3406,84134.1961244862,3.251402239312485,5014.598649442161,8536.717263652377,70582.88021139166,0.5052726155342802,7.624260495214959,777.3778625954199
